"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","class"
84345.79108,84342.50952,84338.6474,84334.10202,84328.75249,NA,84315.04675,84306.32605,84296.06252,NA,84269.76691,84253.03551,84233.34407,84210.16892,84182.89372,NA,84113.01345,84068.54996,NA,83954.63251,83882.14901,83796.84207,83696.44302,83578.28184,NA,83275.5476,83082.92357,NA,NA,82275.40026,81905.83484,81470.88765,80958.99163,80356.53337,79647.49101,78813.00819,77830.89259,76675.02568,75314.66821,73713.64266,71829.37117,69611.74319,67001.78284,63930.08052,60314.94701,56060.24099,60314.94701,63930.08052,67001.78284,69611.74319,NA,73713.64266,75314.66821,NA,77830.89259,NA,79647.49101,NA,80958.99163,81470.88765,81905.83484,82275.40026,NA,NA,83082.92357,83275.5476,83439.21615,83578.28184,NA,83796.84207,83882.14901,83954.63251,84016.2202,NA,84113.01345,84150.79313,84182.89372,84210.16892,84233.34407,84253.03551,NA,NA,84296.06252,84306.32605,NA,NA,84328.75249,84334.10202,84338.6474,NA,NA,NA,84350.94848,84352.96148,84354.67189,84356.12518,84357.36002,84358.40923,84359.30073,84360.05821,0
4.185357448,4.185359122,4.1853612,4.185363779,4.185366981,NA,NA,4.185382013,4.185389615,NA,4.185410766,4.185425306,NA,4.18546576,4.185493572,4.185528096,4.18557095,4.185624146,4.18569018,NA,NA,4.186000201,4.186156983,NA,4.186593182,4.186893062,NA,4.187727387,NA,4.189012976,4.189896799,4.190993906,4.192355766,4.194046268,4.196144721,4.198749571,4.201983022,4.205996766,4.210979104,4.217163775,4.224840927,NA,4.246200241,4.260884449,4.279112239,4.301738744,4.32982546,4.364690039,4.407968111,4.461690014,NA,4.611154691,4.713909416,NA,4.999792851,NA,4.999792851,NA,4.713909416,4.611154691,NA,NA,NA,4.364690039,4.32982546,NA,4.279112239,4.260884449,4.246200241,4.234370722,4.224840927,4.217163775,4.210979104,NA,4.201983022,4.198749571,4.196144721,4.194046268,4.192355766,4.190993906,4.189896799,4.189012976,4.188300973,4.187727387,4.18726531,NA,NA,4.1863516,4.186156983,NA,4.185873897,NA,4.18569018,4.185624146,4.18557095,NA,4.185493572,4.18546576,4.185443355,4.185425306,1
NA,NA,40.72019645,40.7087387,40.69476555,40.67772478,40.65694292,40.63159868,40.60069044,NA,40.51702779,40.46096701,40.3925988,40.30922125,40.20753924,NA,NA,39.7478767,NA,39.24866311,38.91414937,38.50619748,38.00868508,37.40195029,36.66201479,35.75963607,NA,NA,NA,NA,NA,24.28142553,27.25007345,NA,31.680353,33.31707066,NA,NA,36.66201479,37.40195029,38.00868508,38.50619748,38.91414937,39.24866311,NA,39.7478767,39.93230563,40.08353427,40.20753924,40.30922125,40.3925988,40.46096701,40.51702779,NA,40.60069044,NA,40.65694292,NA,40.69476555,40.7087387,40.72019645,40.72959162,NA,NA,40.74879243,40.75303984,40.75652265,40.75937849,NA,40.76364043,40.76521496,40.76650604,40.76756471,NA,40.76914462,40.7697283,40.7702069,40.77059936,40.77092116,40.77118503,NA,NA,40.77172431,40.7718436,NA,40.77202163,NA,40.77214133,40.77218555,40.77222181,NA,NA,40.77229592,40.77231231,40.77232575,NA,40.77234581,40.77235322,40.7723593,40.77236428,0
NA,1792.831799,1792.831998,1792.832242,1792.832539,NA,1792.833343,1792.833882,1792.83454,NA,1792.836322,1792.837516,NA,1792.840752,1792.842922,1792.845569,NA,1792.85274,1792.857548,1792.863414,NA,1792.879302,1792.889956,NA,NA,1792.93816,1792.961767,1792.990568,NA,1793.06858,1793.120887,1793.184706,1793.262569,NA,1793.473472,1793.614883,1793.787415,1793.997915,1794.254741,1794.568085,1794.950386,1795.41682,1795.985902,1796.680221,1797.527337,1798.560877,1799.821867,1801.360361,1803.23743,1805.527582,1808.321725,1811.730772,1815.890043,NA,1827.155994,1834.709873,1843.926123,1855.170581,1868.889592,NA,NA,1930.965245,NA,1998.453201,2043.704225,2098.91358,2166.272783,2248.455634,NA,2471.059077,2620.315837,2471.059077,2348.724355,NA,2166.272783,2098.91358,NA,1998.453201,1961.364286,1930.965245,NA,NA,NA,1855.170581,NA,1834.709873,NA,1820.964639,1815.890043,NA,1808.321725,NA,1803.23743,1801.360361,1799.821867,NA,1797.527337,1796.680221,1795.985902,1795.41682,1
NA,NA,22796.6169,22796.61083,22796.60334,NA,NA,22796.56853,22796.55109,22796.52956,22796.50297,22796.47013,22796.42958,22796.37949,22796.31765,22796.24127,NA,22796.03047,NA,22795.70899,22795.48962,22795.2187,22794.88415,22794.47099,22793.96076,22793.33067,NA,NA,NA,NA,NA,22784.89465,22782.1346,22778.72611,22774.51684,22769.31866,22762.89924,NA,22745.18162,22733.09153,22718.16105,NA,NA,22648.83335,22614.10756,22571.22342,22518.26424,22452.86303,22372.0967,22272.35542,NA,21997.06912,21809.22026,NA,21290.75667,NA,20500.06463,19960.51509,19294.20579,18471.35625,NA,16200.28829,NA,16200.28829,17455.18949,NA,19294.20579,19960.51509,20500.06463,20936.96939,21290.75667,21577.23889,21809.22026,21997.06912,22149.18131,22272.35542,22372.0967,22452.86303,22518.26424,22571.22342,22614.10756,22648.83335,22676.95285,22699.72285,22718.16105,NA,22745.18162,22754.97167,22762.89924,NA,22774.51684,NA,22782.1346,22784.89465,22787.12963,22788.93942,22790.40491,22791.59161,22792.55254,22793.33067,0
NA,665.7931248,665.7946335,665.7965183,665.7988728,NA,NA,665.8100787,665.8158128,NA,665.8319245,665.8431033,665.857068,665.8745131,665.8963061,665.9235304,665.9575397,666.0000251,666.053099,666.1194004,666.2022258,666.3056936,666.4349484,NA,NA,667.0501104,NA,NA,NA,668.8630428,NA,670.5873344,671.7836897,673.278209,675.1452029,677.477502,NA,NA,688.577611,694.257629,NA,NA,NA,735.1234942,NA,710.2173158,701.3532609,694.257629,NA,684.0307849,680.3910731,677.477502,675.1452029,673.278209,671.7836897,670.5873344,669.629658,668.8630428,668.2493711,667.75813,667.3648939,667.0501104,NA,666.5964169,666.4349484,666.3056936,666.2022258,666.1194004,NA,666.0000251,665.9575397,665.9235304,665.8963061,665.8745131,665.857068,665.8431033,665.8319245,665.822976,665.8158128,665.8100787,665.8054885,NA,NA,665.7965183,665.7946335,665.7931248,665.791917,665.7909502,665.7901763,665.7895568,NA,NA,665.7883461,665.7880917,665.7878881,665.7877251,665.7875946,665.7874901,665.7874065,665.7873396,1
40385.44777,NA,40385.44779,40385.4478,40385.44782,40385.44784,40385.44787,40385.4479,40385.44795,40385.448,40385.44807,40385.44815,40385.44826,40385.4484,40385.44856,NA,NA,40385.44937,40385.44978,NA,40385.45096,40385.45177,40385.4528,40385.45408,40385.45568,40385.4577,NA,40385.46338,40385.46734,NA,NA,40385.48631,40385.49607,NA,40385.52364,40385.54285,NA,40385.59709,40385.63489,40385.68225,40385.74161,40385.81598,40385.90918,40386.02597,40386.17231,40386.35569,40386.58548,40386.87342,NA,40387.68638,40388.25294,40388.96289,40389.85252,NA,40392.3642,NA,40396.30809,40399.05667,40402.50086,40406.81672,NA,40419.00167,NA,40438.1347,40451.46888,NA,40489.11526,40515.35176,40548.22826,40589.42524,40641.04848,40705.73669,40786.79638,NA,41015.6522,41175.14624,41375.00552,41625.44577,41939.2682,42332.51375,42825.28306,NA,44216.51868,45186.09762,46401.0605,NA,NA,52221.84111,55217.43108,NA,NA,47923.50985,46401.0605,45186.09762,44216.51868,NA,42825.28306,42332.51375,41939.2682,41625.44577,1
NA,1.079641266,1.079640607,1.079639797,1.079638805,1.079637586,1.079636091,1.079634257,1.079632006,1.079629245,1.079625857,1.079621699,1.079616598,1.079610339,1.079602659,NA,1.079581674,1.079567487,NA,1.079528723,NA,1.079470362,1.079430908,NA,NA,1.07925022,1.079160795,NA,NA,1.078751254,NA,1.078299873,1.077994727,NA,1.077160914,1.076597233,1.0759056,NA,1.074015709,1.072738089,NA,1.069246986,NA,1.063991091,1.060437954,1.056078281,1.050728994,1.044165457,NA,1.026230566,NA,0.999229386,0.98097581,0.958578804,0.98097581,NA,1.014106063,1.026230566,1.036112045,1.044165457,1.050728994,NA,1.060437954,1.063991091,1.066886899,1.069246986,1.071170458,1.072738089,NA,1.075056971,1.0759056,1.076597233,1.077160914,1.077620315,1.077994727,1.078299873,1.078548568,1.078751254,1.078916443,1.079051072,NA,NA,1.0793231,1.079382498,NA,1.079470362,1.079502516,1.079528723,1.079550081,NA,NA,1.079593236,1.079602659,1.079610339,1.079616598,1.079621699,1.079625857,1.079629245,1.079632006,1.079634257,0
NA,53546.76263,53546.99828,53547.28208,53547.62387,53548.03551,53548.53127,53549.12833,53549.84741,NA,53551.75642,53553.01254,53554.52535,53556.34731,53558.54158,53561.18425,NA,53568.20004,NA,NA,NA,53593.13616,53602.84822,NA,NA,53645.59751,53666.03004,53690.63796,53720.2745,NA,NA,53850.72469,53913.07492,53988.16641,54078.60282,54187.5199,NA,NA,54666.93668,54896.07967,NA,NA,55904.6909,56386.76871,NA,57666.59285,58508.71496,59522.92455,60744.38767,62215.45653,NA,66120.86224,68690.61259,NA,75512.80695,80001.79928,75512.80695,71785.49089,68690.61259,NA,NA,62215.45653,60744.38767,NA,58508.71496,NA,56967.35902,56386.76871,55904.6909,55504.41035,55172.04797,54896.07967,54666.93668,NA,54318.69417,54187.5199,NA,53988.16641,53913.07492,53850.72469,NA,53755.96726,53720.2745,53690.63796,53666.03004,NA,53628.6319,53614.54495,53602.84822,53593.13616,NA,53578.37614,53572.81641,53568.20004,53564.36695,53561.18425,53558.54158,53556.34731,53554.52535,53553.01254,1
4442.820205,NA,4442.820878,4442.821372,4442.822014,4442.822847,NA,4442.825337,4442.827164,4442.829537,4442.832619,4442.836623,NA,4442.84858,4442.857355,4442.868754,4442.88356,4442.902793,4442.927775,4442.960225,NA,4443.057129,4443.128248,4443.220629,NA,4443.496497,NA,NA,NA,4444.747309,4445.323699,4446.072399,4447.044918,4448.308167,4449.949058,4452.080484,4454.84909,4458.445356,4463.116706,4469.184533,4477.066305,4487.304293,NA,4517.876996,NA,4569.461023,4607.319933,4656.496569,NA,4803.347959,NA,5051.124092,5232.973684,NA,5776.013385,NA,5776.013385,NA,5232.973684,5051.124092,4911.126158,4803.347959,4720.374305,4656.496569,4607.319933,4569.461023,4540.315128,4517.876996,4500.602873,4487.304293,4477.066305,4469.184533,4463.116706,NA,4454.84909,4452.080484,4449.949058,4448.308167,4447.044918,4446.072399,4445.323699,NA,4444.303571,4443.961957,NA,NA,4443.340627,NA,4443.128248,NA,4443.002376,NA,4442.927775,4442.902793,4442.88356,4442.868754,4442.857355,4442.84858,4442.841824,4442.836623,1
NA,NA,6182.897735,6182.922027,6182.953346,6182.993725,6183.045782,6183.112898,6183.199426,NA,6183.454808,6183.640234,NA,6184.187502,6184.584859,NA,NA,6186.609139,NA,NA,6190.94706,6193.299617,6196.332649,NA,6205.284384,6211.784005,NA,6230.967077,6244.895406,6262.852497,6286.00367,6315.851309,6354.332365,NA,6467.905891,6550.368668,NA,NA,6970.463636,7198.29102,NA,6793.750461,6656.683766,6550.368668,NA,6403.944049,6354.332365,6315.851309,6286.00367,6262.852497,NA,6230.967077,6220.163638,6211.784005,6205.284384,6200.242985,6196.332649,NA,6190.94706,6189.122311,NA,6186.609139,NA,NA,6184.584859,NA,6183.879294,6183.640234,NA,6183.310983,6183.199426,6183.112898,6183.045782,NA,6182.953346,6182.922027,NA,6182.878892,6182.864277,6182.852941,NA,NA,NA,6182.827935,6182.824753,6182.822284,6182.820369,6182.818884,6182.817732,6182.816839,NA,NA,6182.815191,6182.814868,6182.814617,NA,6182.814271,6182.814154,6182.814064,6182.813993,1
NA,168.5843106,168.397241,168.1750395,167.9111084,NA,NA,166.7829336,166.2575638,165.6335292,164.8923003,164.011868,NA,161.7239134,160.2484552,158.4959048,156.4142239,153.9416016,151.0046186,NA,156.4142239,158.4959048,160.2484552,161.7239134,162.9660897,164.011868,NA,NA,166.2575638,NA,167.2252382,167.5976109,167.9111084,NA,168.397241,168.5843106,168.741803,NA,168.9860224,169.0800009,NA,169.225731,NA,169.3290219,NA,169.4022326,169.430405,169.4541231,169.4740911,169.4909021,169.5050551,169.5169704,169.5270018,169.5354472,169.5425572,NA,169.5535826,NA,169.5613972,169.5644044,NA,169.5690675,169.5708619,169.5723727,169.5736445,NA,169.5756167,169.5763757,NA,169.5775526,169.5780054,169.5783867,169.5787077,NA,169.5792054,169.579397,NA,169.579694,169.5798083,169.5799045,169.5799855,169.5800537,NA,169.5801595,NA,169.5802344,169.5802633,NA,169.580308,NA,NA,169.5803519,169.5803622,169.5803708,169.5803781,NA,169.5803894,169.5803937,169.5803974,169.5804005,0
33.3930996,33.39337757,33.39371917,33.39413899,33.39465492,NA,33.39606822,33.39702587,33.39820278,33.39964915,33.40142668,33.40361118,NA,33.40959517,33.41364991,NA,NA,33.43228317,33.44153248,33.45289949,33.46686905,33.48403704,33.50513576,NA,NA,33.60209342,33.65022197,33.70936989,33.78206013,NA,NA,34.11610297,34.28191757,NA,34.73613221,35.04390681,NA,35.88699136,36.45826316,37.16033161,NA,NA,NA,41.98813433,43.95630518,41.98813433,40.38663733,39.08350218,38.02314351,37.16033161,36.45826316,35.88699136,35.42214855,35.04390681,34.73613221,34.48569658,34.28191757,NA,33.98117993,33.8713933,33.78206013,NA,33.65022197,33.60209342,33.56293131,NA,33.50513576,33.48403704,NA,33.45289949,33.44153248,33.43228317,33.42475702,33.41863301,33.41364991,33.40959517,NA,33.40361118,33.40142668,33.39964915,NA,NA,NA,33.39528899,33.39465492,33.39413899,33.39371917,NA,33.3930996,33.39287343,NA,NA,33.39241778,33.39231863,33.39223795,NA,33.39211888,33.39207541,33.39204004,33.39201126,1
NA,NA,34.16103895,34.16118029,34.16134688,NA,NA,34.16204753,34.1623691,34.16274814,34.1631949,34.1637215,NA,34.16507382,34.16593618,NA,NA,34.1695629,34.17122743,NA,34.17550198,34.1782278,34.18144071,34.18522776,34.18969153,34.19495295,34.20115457,34.20846438,NA,34.22723613,NA,34.25331614,34.26994698,NA,34.3126553,34.33988978,NA,NA,34.45442729,34.50699577,NA,34.64199257,34.72807809,34.8295467,NA,35.09011993,35.25628373,35.45214024,NA,35.95510329,NA,36.65388131,37.09948203,37.62470952,38.24379273,NA,39.83360964,NA,38.24379273,NA,NA,NA,36.27583561,NA,35.68299539,35.45214024,35.25628373,35.09011993,34.94914728,34.8295467,34.72807809,34.64199257,34.56895799,34.50699577,34.45442729,34.40982842,NA,34.33988978,34.3126553,34.28954969,NA,34.25331614,34.2392066,34.22723613,NA,NA,NA,NA,34.18969153,NA,NA,NA,34.17550198,34.17318941,34.17122743,34.1695629,34.16815072,34.16695263,34.16593618,34.16507382,1
23.57475558,NA,23.57454998,23.5744176,23.57426053,NA,NA,23.57359071,23.57327943,NA,23.57247189,23.57195196,23.57133505,23.5706031,23.56973465,NA,23.56748163,23.56603103,NA,23.56226777,23.55984479,23.55696994,23.55355894,23.54951179,23.54470987,23.5390124,23.53225237,NA,NA,23.50342359,23.49002636,23.47413058,23.45527028,NA,23.40634154,23.37483879,23.33746087,23.29311208,23.24049237,23.17805924,23.10398252,23.01609072,NA,22.78807545,22.64126791,22.46708121,22.26040921,22.01519349,NA,21.37903717,NA,20.48347209,19.90686289,19.2227178,18.41098168,17.4478592,18.41098168,19.2227178,19.90686289,NA,20.96944819,21.37903717,21.72424577,NA,22.26040921,NA,22.64126791,22.78807545,NA,23.01609072,23.10398252,23.17805924,23.24049237,NA,23.33746087,23.37483879,NA,23.4328926,23.45527028,23.47413058,23.49002636,NA,NA,23.52423162,NA,23.5390124,NA,23.54951179,23.55355894,NA,23.55984479,23.56226777,23.56430989,23.56603103,23.56748163,23.56870422,23.56973465,23.5706031,23.57133505,23.57195196,0
